State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude
Chhattisgarh,Bhilai,2022,July,Monday,16:40,Serious,2,Truck,4,2,Hazy,National Highway,Wet,Daylight,,94,68,Female,Valid,No,Curve,21.194316,81.385433
Rajasthan,Jodhpur,2020,September,Tuesday,4:30,Serious,1,Cycle,0,2,Stormy,Village Road,Dry,Dawn,Signals,50,32,Female,Expired,No,Intersection,26.262667,73.008441
Goa,Panaji,2020,October,Saturday,3:32,Fatal,2,Bus,9,4,Rainy,Village Road,Dry,Daylight,Police Checkpost,35,18,Male,Expired,No,Curve,15.495828,73.838088
Jharkhand,Bokaro,2018,October,Tuesday,16:43,Serious,1,Two-Wheeler,8,4,Clear,Urban Road,Damaged,Dawn,,39,58,Male,Valid,Yes,Intersection,23.649751,86.142133
Puducherry,Karaikal,2018,November,Friday,5:23,Fatal,5,Truck,9,2,Stormy,State Highway,Under Construction,Daylight,Police Checkpost,106,47,Male,,Yes,Curve,10.921876,79.81312
Kerala,Thrissur,2023,June,Monday,18:51,Minor,5,Auto-Rickshaw,5,1,Clear,Village Road,Under Construction,Dawn,Signals,113,53,Female,Valid,Yes,Bridge,10.511769,76.238345
Bihar,Gaya,2020,March,Friday,11:4,Serious,2,Auto-Rickshaw,3,2,Hazy,National Highway,Damaged,Daylight,,64,43,Male,Valid,Yes,Intersection,24.788721,84.986811
Odisha,Bhubaneswar,2019,October,Tuesday,9:19,Serious,4,Auto-Rickshaw,7,4,Foggy,National Highway,Damaged,Daylight,,108,31,Female,Valid,No,Intersection,20.282228,85.819258
Nagaland,Mokokchung,2018,December,Monday,8:53,Fatal,1,Auto-Rickshaw,10,4,Hazy,Village Road,Dry,Daylight,Police Checkpost,94,70,Male,Expired,No,Straight Road,26.308644,94.533114
Andhra Pradesh,Tirupati,2021,April,Thursday,20:35,Minor,5,Two-Wheeler,6,4,Clear,State Highway,Wet,Dusk,,115,48,Female,Valid,Yes,Intersection,13.632232,79.407374
Nagaland,Kohima,2023,March,Friday,2:21,Fatal,3,Car,2,4,Hazy,National Highway,Under Construction,Daylight,Signs,31,27,Male,,Yes,Straight Road,25.689201,94.096073
Tamil Nadu,Coimbatore,2022,March,Wednesday,6:32,Serious,1,Auto-Rickshaw,2,3,Hazy,National Highway,Wet,Dusk,Signals,80,48,Female,,Yes,Straight Road,10.998003,76.940574
Chhattisgarh,Korba,2018,March,Tuesday,6:7,Fatal,2,Auto-Rickshaw,10,0,Stormy,Village Road,Under Construction,Dawn,,96,28,Female,,No,Straight Road,22.367288,82.752883
Tripura,Dharmanagar,2019,March,Wednesday,7:27,Minor,2,Two-Wheeler,4,0,Rainy,Urban Road,Wet,Daylight,,71,20,Male,,Yes,Intersection,24.382699,92.167641
Maharashtra,Pune,2019,June,Friday,8:34,Serious,2,Cycle,3,1,Rainy,Urban Road,Wet,Daylight,Signs,91,47,Female,Expired,Yes,Curve,18.522915,73.845495
Karnataka,Mangalore,2020,February,Monday,10:7,Serious,3,Bus,2,0,Foggy,National Highway,Wet,Dusk,,55,37,Female,Expired,Yes,Bridge,12.97673,77.59299
Andhra Pradesh,Vijayawada,2021,May,Thursday,20:27,Minor,3,Auto-Rickshaw,5,4,Foggy,National Highway,Wet,Dusk,Signs,85,29,Female,Expired,Yes,Intersection,16.496688,80.647573
Bihar,Patna,2020,January,Wednesday,5:22,Minor,2,Bus,7,0,Clear,Urban Road,Under Construction,Daylight,Signs,62,70,Male,Expired,No,Intersection,25.612068,85.156877
Chandigarh,Chandigarh,2022,May,Thursday,5:22,Minor,1,Auto-Rickshaw,3,3,Rainy,Urban Road,Under Construction,Daylight,Signs,83,70,Male,Valid,No,Straight Road,30.710991,76.791881
Assam,Guwahati,2018,January,Saturday,19:20,Serious,3,Two-Wheeler,9,4,Hazy,Urban Road,Under Construction,Dusk,Signals,31,43,Female,,No,Intersection,26.136155,91.728307
Uttarakhand,Haridwar,2021,June,Thursday,9:35,Minor,4,Two-Wheeler,3,0,Clear,Village Road,Damaged,Dusk,Police Checkpost,119,66,Male,Valid,Yes,Straight Road,29.959564,78.139749
Punjab,Ludhiana,2022,October,Sunday,10:4,Minor,3,Bus,1,0,Hazy,National Highway,Dry,Dusk,Signs,55,51,Male,Valid,No,Bridge,30.896356,75.839435
Odisha,Cuttack,2020,July,Sunday,14:45,Serious,2,Two-Wheeler,3,5,Hazy,Village Road,Damaged,Dusk,Police Checkpost,67,59,Female,Valid,Yes,Intersection,20.467931,85.881857
Uttarakhand,Dehradun,2023,September,Tuesday,6:46,Fatal,4,Pedestrian,6,0,Rainy,Urban Road,Damaged,Daylight,Signs,105,45,Female,,Yes,Straight Road,30.299894,78.01682
Rajasthan,Jaipur,2019,June,Friday,12:25,Minor,5,Car,7,0,Rainy,National Highway,Dry,Dusk,Signals,99,21,Male,Valid,No,Curve,26.919878,75.786253
Gujarat,Surat,2022,March,Monday,15:39,Fatal,3,Cycle,9,3,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,48,45,Female,Expired,No,Straight Road,21.176003,72.838432
Karnataka,Mysore,2021,August,Thursday,16:45,Fatal,5,Two-Wheeler,6,4,Foggy,State Highway,Dry,Daylight,,96,27,Male,,No,Intersection,12.991254,77.587134
Sikkim,Mangan,2021,November,Monday,11:33,Fatal,5,Pedestrian,5,1,Rainy,Urban Road,Dry,Daylight,,103,51,Female,Valid,No,Intersection,27.522118,88.526727
Jharkhand,Ranchi,2019,March,Friday,17:16,Serious,2,Pedestrian,9,3,Stormy,Village Road,Under Construction,Daylight,,55,36,Female,Expired,No,Straight Road,23.343051,85.325854
Mizoram,Champhai,2020,April,Friday,17:47,Fatal,5,Bus,8,3,Foggy,National Highway,Damaged,Dusk,,68,57,Female,Valid,No,Straight Road,23.465658,93.321661
Chhattisgarh,Korba,2018,September,Monday,13:50,Serious,3,Pedestrian,1,0,Foggy,National Highway,Damaged,Dark,Signals,66,33,Male,Valid,No,Curve,22.367118,82.734819
Madhya Pradesh,Bhopal,2021,November,Monday,8:11,Fatal,2,Bus,7,1,Clear,Village Road,Wet,Dawn,Signs,70,69,Male,,No,Bridge,23.279787,77.393404
West Bengal,Kolkata,2021,December,Saturday,11:11,Serious,5,Two-Wheeler,3,3,Foggy,National Highway,Damaged,Daylight,Signals,102,53,Female,Valid,No,Bridge,22.549725,88.367146
Himachal Pradesh,Shimla,2021,November,Wednesday,1:57,Minor,1,Two-Wheeler,1,3,Stormy,Urban Road,Damaged,Dark,,107,62,Female,Expired,Yes,Straight Road,31.108317,77.171357
Kerala,Kozhikode,2021,December,Monday,0:51,Fatal,1,Two-Wheeler,4,4,Hazy,State Highway,Under Construction,Daylight,,87,53,Female,,No,Intersection,11.276399,75.783251
Bihar,Patna,2021,May,Wednesday,5:2,Fatal,2,Car,9,2,Foggy,Urban Road,Under Construction,Dawn,Signs,90,39,Female,,No,Intersection,25.573151,85.132741
Chandigarh,Chandigarh,2021,December,Sunday,15:44,Serious,2,Two-Wheeler,1,0,Foggy,State Highway,Dry,Dawn,Signs,58,35,Male,,No,Curve,30.729183,76.773939
Tripura,Agartala,2020,March,Thursday,13:11,Serious,5,Auto-Rickshaw,6,5,Clear,State Highway,Wet,Dark,,95,47,Female,,No,Curve,23.843705,91.305769
Kerala,Thiruvananthapuram,2020,March,Wednesday,5:10,Fatal,5,Car,5,5,Clear,Village Road,Wet,Dusk,,58,35,Female,,Yes,Curve,8.546413,76.95248
Madhya Pradesh,Indore,2023,April,Monday,8:20,Serious,2,Cycle,10,1,Foggy,Urban Road,Under Construction,Dusk,,98,44,Female,,No,Bridge,22.713249,75.846136
Delhi,New Delhi,2022,April,Monday,16:22,Fatal,3,Cycle,2,2,Stormy,National Highway,Dry,Dark,Signals,80,20,Male,Valid,Yes,Curve,28.614341,77.224792
Himachal Pradesh,Dharamshala,2021,March,Tuesday,20:13,Minor,1,Truck,9,3,Rainy,Village Road,Damaged,Dark,Police Checkpost,96,28,Male,Valid,Yes,Straight Road,32.194537,76.305051
Nagaland,Dimapur,2023,December,Monday,11:7,Fatal,4,Two-Wheeler,4,4,Rainy,State Highway,Wet,Dark,Signals,39,27,Male,Expired,Yes,Curve,25.904876,93.738544
West Bengal,Siliguri,2018,April,Tuesday,4:23,Minor,4,Pedestrian,0,5,Foggy,National Highway,Damaged,Dark,,51,54,Female,Valid,Yes,Bridge,22.567703,88.37849
Tripura,Agartala,2020,January,Wednesday,11:42,Serious,3,Bus,2,5,Rainy,Village Road,Dry,Dusk,Signals,46,43,Male,Expired,No,Straight Road,23.808611,91.26336
Mizoram,Lunglei,2019,October,Tuesday,0:6,Fatal,1,Truck,3,0,Clear,National Highway,Dry,Dusk,Signs,75,56,Male,Valid,No,Intersection,22.872863,92.752707
Meghalaya,Tura,2020,January,Wednesday,4:39,Fatal,4,Two-Wheeler,8,0,Clear,Urban Road,Dry,Dusk,,68,59,Male,Expired,No,Bridge,25.512733,90.209825
Mizoram,Champhai,2018,February,Thursday,1:52,Minor,5,Car,9,5,Rainy,State Highway,Damaged,Dawn,Signs,107,48,Male,,No,Straight Road,23.4596,93.332018
Mizoram,Champhai,2022,September,Tuesday,1:27,Serious,5,Two-Wheeler,1,0,Stormy,Village Road,Under Construction,Daylight,Signs,80,57,Male,Valid,Yes,Curve,23.447531,93.306713
Sikkim,Gangtok,2022,April,Saturday,22:16,Minor,4,Bus,9,4,Foggy,Urban Road,Under Construction,Daylight,,115,22,Male,Expired,No,Intersection,27.331136,88.616512
Punjab,Amritsar,2021,March,Sunday,17:57,Serious,2,Truck,2,0,Hazy,State Highway,Damaged,Dusk,,44,54,Male,,No,Curve,31.633509,74.851705
Jharkhand,Ranchi,2018,February,Saturday,6:48,Minor,1,Truck,5,0,Hazy,National Highway,Wet,Dusk,Signals,67,25,Male,Valid,Yes,Straight Road,23.352368,85.297983
Chandigarh,Chandigarh,2019,May,Tuesday,21:59,Serious,1,Truck,5,5,Clear,Village Road,Under Construction,Daylight,Signals,97,55,Female,Valid,Yes,Curve,30.711992,76.758706
Puducherry,Karaikal,2019,December,Sunday,16:18,Serious,5,Bus,6,5,Hazy,Urban Road,Dry,Dawn,Signs,79,65,Female,,Yes,Curve,10.929186,79.826991
West Bengal,Kolkata,2020,October,Thursday,3:43,Minor,3,Car,10,4,Hazy,State Highway,Dry,Dark,,63,27,Female,Expired,No,Straight Road,22.570591,88.369087
Punjab,Patiala,2022,January,Tuesday,7:41,Fatal,5,Two-Wheeler,9,2,Foggy,Urban Road,Dry,Dark,Signals,84,39,Male,Valid,Yes,Bridge,30.35755,76.394598
Odisha,Rourkela,2022,April,Thursday,3:40,Serious,3,Bus,1,3,Foggy,National Highway,Dry,Dusk,Signs,43,65,Male,Valid,No,Intersection,22.284385,84.841171
Telangana,Hyderabad,2023,July,Tuesday,16:57,Fatal,2,Car,9,4,Hazy,State Highway,Dry,Dusk,Police Checkpost,39,27,Female,Expired,Yes,Bridge,17.401024,78.482684
Himachal Pradesh,Solan,2020,January,Wednesday,8:47,Fatal,3,Cycle,4,4,Clear,Village Road,Dry,Dark,Signals,35,62,Male,Valid,No,Bridge,30.89876,77.092158
Punjab,Ludhiana,2019,October,Monday,22:10,Minor,4,Truck,2,3,Rainy,State Highway,Damaged,Daylight,,32,24,Female,Expired,Yes,Curve,30.918969,75.847877
Arunachal Pradesh,Naharlagun,2018,June,Saturday,9:44,Minor,4,Truck,9,1,Hazy,Village Road,Wet,Dusk,Signals,95,18,Female,Expired,No,Intersection,27.088008,93.699841
Mizoram,Aizawl,2019,September,Thursday,11:47,Minor,3,Two-Wheeler,4,2,Stormy,National Highway,Wet,Dark,Police Checkpost,82,54,Male,Valid,No,Straight Road,23.751465,92.738023
Telangana,Hyderabad,2018,January,Tuesday,23:21,Minor,5,Cycle,6,5,Stormy,Urban Road,Wet,Dusk,Signs,101,25,Male,,Yes,Bridge,17.379298,78.481684
Jammu and Kashmir,Jammu,2023,April,Sunday,23:55,Serious,2,Pedestrian,8,5,Foggy,Urban Road,Dry,Daylight,Police Checkpost,51,40,Female,,No,Intersection,32.713836,74.866133
Assam,Dibrugarh,2021,February,Friday,5:46,Serious,1,Two-Wheeler,0,3,Stormy,National Highway,Wet,Dusk,,88,67,Male,Expired,Yes,Bridge,27.462018,94.925337
Chhattisgarh,Durg,2022,February,Monday,20:21,Serious,1,Two-Wheeler,8,0,Stormy,National Highway,Wet,Dark,Police Checkpost,107,67,Female,,Yes,Straight Road,21.20584,81.29693
Gujarat,Vadodara,2021,April,Wednesday,5:56,Serious,5,Bus,7,3,Rainy,Village Road,Wet,Dark,Police Checkpost,33,43,Female,Expired,Yes,Straight Road,22.291961,73.204213
Chandigarh,Chandigarh,2021,January,Monday,8:34,Minor,4,Two-Wheeler,4,2,Stormy,Village Road,Under Construction,Dusk,Signals,120,33,Female,,No,Curve,30.72414,76.800663
Karnataka,Mysore,2021,February,Monday,8:0,Minor,2,Car,7,0,Stormy,Village Road,Wet,Dusk,Signals,72,22,Male,Valid,No,Bridge,12.958778,77.606223
Gujarat,Vadodara,2018,January,Thursday,23:43,Fatal,2,Bus,4,3,Hazy,Urban Road,Damaged,Dawn,Signals,92,63,Male,Valid,No,Intersection,22.322526,73.177235
Haryana,Ambala,2020,December,Tuesday,8:14,Serious,1,Auto-Rickshaw,8,4,Stormy,Urban Road,Wet,Daylight,,63,31,Male,,No,Straight Road,30.372479,76.786817
Delhi,Dwarka,2021,May,Friday,18:55,Serious,3,Truck,8,2,Hazy,Village Road,Under Construction,Dusk,Signs,66,22,Female,Valid,No,Intersection,28.590446,77.04289
Madhya Pradesh,Jabalpur,2021,December,Thursday,15:1,Fatal,1,Auto-Rickshaw,9,3,Rainy,Urban Road,Under Construction,Dusk,Signals,69,30,Male,,No,Curve,23.182246,80.005633
Goa,Vasco da Gama,2021,December,Thursday,15:7,Minor,4,Pedestrian,5,3,Stormy,Village Road,Wet,Dark,Signs,59,64,Male,,No,Straight Road,15.375818,73.817753
Manipur,Bishnupur,2019,January,Thursday,2:34,Serious,5,Pedestrian,6,0,Foggy,Village Road,Dry,Daylight,Signals,30,59,Male,Expired,No,Straight Road,24.617377,93.804916
Jharkhand,Jamshedpur,2018,June,Wednesday,14:45,Minor,4,Auto-Rickshaw,8,1,Clear,State Highway,Damaged,Daylight,,35,42,Female,Valid,No,Bridge,22.785447,86.223237
Meghalaya,Tura,2018,October,Saturday,14:17,Minor,1,Pedestrian,9,1,Rainy,State Highway,Dry,Dark,Police Checkpost,57,29,Female,,No,Intersection,25.531179,90.186017
Sikkim,Namchi,2022,March,Sunday,13:41,Minor,4,Car,9,1,Rainy,State Highway,Wet,Dawn,Police Checkpost,53,61,Female,Valid,No,Intersection,27.187218,88.386863
Delhi,New Delhi,2020,August,Wednesday,1:50,Fatal,2,Cycle,2,2,Foggy,Village Road,Under Construction,Dusk,Signals,96,26,Male,Valid,Yes,Intersection,28.592695,77.222798
West Bengal,Kolkata,2021,May,Wednesday,18:24,Fatal,2,Two-Wheeler,1,4,Clear,State Highway,Damaged,Dawn,Police Checkpost,38,21,Male,Valid,Yes,Curve,22.573758,88.388454
Sikkim,Gangtok,2021,December,Friday,17:36,Minor,5,Truck,2,4,Rainy,State Highway,Dry,Dark,Police Checkpost,84,45,Male,Expired,Yes,Straight Road,27.320246,88.602884
West Bengal,Durgapur,2022,July,Saturday,20:52,Minor,2,Bus,0,4,Hazy,Village Road,Dry,Dark,Police Checkpost,53,65,Male,Expired,Yes,Curve,23.504311,87.287598
Chhattisgarh,Bilaspur,2021,May,Friday,16:4,Serious,5,Cycle,5,1,Foggy,National Highway,Dry,Daylight,Signals,45,49,Female,Expired,No,Curve,22.082829,82.159226
Himachal Pradesh,Shimla,2023,August,Saturday,6:12,Minor,2,Two-Wheeler,2,3,Foggy,National Highway,Dry,Daylight,Signs,49,64,Female,Valid,No,Bridge,31.098921,77.172396
Uttarakhand,Dehradun,2021,December,Friday,16:30,Fatal,1,Pedestrian,7,1,Hazy,Urban Road,Dry,Daylight,,102,61,Female,Expired,Yes,Curve,30.339398,78.01386
Delhi,New Delhi,2018,October,Wednesday,1:9,Serious,3,Cycle,4,4,Hazy,State Highway,Damaged,Dusk,Signals,111,22,Male,,Yes,Bridge,28.604078,77.215315
Tamil Nadu,Madurai,2020,December,Wednesday,10:20,Serious,3,Two-Wheeler,10,2,Stormy,Urban Road,Damaged,Dark,Signals,90,54,Male,Valid,No,Curve,9.917817,78.120636
Sikkim,Mangan,2022,January,Sunday,17:3,Serious,4,Pedestrian,9,5,Hazy,State Highway,Wet,Dark,,90,42,Female,,No,Straight Road,27.50249,88.544744
Sikkim,Gyalshing,2022,July,Wednesday,18:2,Serious,2,Truck,8,1,Clear,Urban Road,Dry,Dark,,78,22,Male,Valid,No,Curve,27.270574,88.268584
Maharashtra,Pune,2021,April,Thursday,1:39,Fatal,2,Cycle,10,1,Hazy,National Highway,Damaged,Dawn,,112,55,Female,,Yes,Straight Road,18.510213,73.857448
Goa,Panaji,2018,June,Friday,11:11,Minor,3,Pedestrian,4,2,Stormy,Urban Road,Under Construction,Dark,Signals,46,36,Male,,No,Intersection,15.469334,73.812427
Andhra Pradesh,Tirupati,2023,August,Thursday,18:8,Serious,4,Bus,1,1,Stormy,Village Road,Dry,Dawn,Signs,45,53,Female,Expired,No,Bridge,13.608575,79.401261
Puducherry,Puducherry,2022,July,Friday,19:23,Minor,1,Truck,9,0,Foggy,Village Road,Dry,Dawn,Signals,78,40,Male,Expired,Yes,Intersection,11.942017,79.785898
Meghalaya,Tura,2020,March,Thursday,19:29,Serious,1,Two-Wheeler,10,2,Foggy,State Highway,Under Construction,Dark,,119,27,Female,Expired,Yes,Curve,25.490331,90.188227
Telangana,Nizamabad,2023,November,Thursday,0:7,Serious,5,Pedestrian,6,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,37,60,Female,,Yes,Curve,18.691252,78.077754
Tamil Nadu,Madurai,2020,June,Saturday,21:55,Serious,1,Truck,3,1,Foggy,Urban Road,Wet,Daylight,,58,70,Male,,Yes,Straight Road,9.922653,78.110339
Mizoram,Champhai,2020,July,Wednesday,23:44,Serious,1,Cycle,7,4,Rainy,State Highway,Wet,Dark,Signals,109,60,Male,Valid,No,Curve,23.459816,93.323248
Andhra Pradesh,Visakhapatnam,2018,December,Friday,0:27,Minor,4,Auto-Rickshaw,1,5,Foggy,Village Road,Wet,Dark,Signals,86,51,Female,Valid,Yes,Straight Road,17.679111,83.219837
Uttar Pradesh,Varanasi,2023,July,Saturday,8:58,Minor,1,Pedestrian,1,3,Foggy,Urban Road,Wet,Dawn,,30,59,Male,Valid,Yes,Bridge,25.341891,82.965019
Chandigarh,Chandigarh,2018,April,Wednesday,9:55,Minor,5,Pedestrian,9,2,Foggy,Urban Road,Damaged,Daylight,,81,54,Male,,No,Straight Road,30.729162,76.779222
Mizoram,Lunglei,2023,February,Sunday,16:59,Minor,2,Bus,2,2,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,56,60,Female,,Yes,Curve,22.862641,92.742989
Odisha,Cuttack,2022,September,Tuesday,8:8,Fatal,4,Car,6,3,Rainy,Urban Road,Wet,Daylight,Signs,53,40,Female,,Yes,Bridge,20.456527,85.904482
Telangana,Warangal,2018,December,Sunday,18:0,Minor,3,Bus,8,2,Clear,State Highway,Under Construction,Daylight,,114,46,Female,Expired,Yes,Intersection,17.946246,79.594539
Karnataka,Bangalore,2021,October,Friday,13:8,Minor,1,Pedestrian,2,3,Stormy,Urban Road,Dry,Dawn,Signs,97,37,Male,Expired,No,Straight Road,12.980906,77.605568
Chhattisgarh,Korba,2022,January,Saturday,16:40,Serious,1,Car,8,2,Hazy,Village Road,Wet,Dawn,,109,51,Female,Expired,No,Intersection,22.38073,82.762405
Kerala,Thrissur,2023,July,Saturday,7:11,Serious,4,Cycle,2,0,Rainy,National Highway,Dry,Dawn,,96,66,Male,,Yes,Curve,10.549729,76.218368
Madhya Pradesh,Indore,2018,August,Thursday,11:19,Minor,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,22.728771,75.87407
Delhi,Rohini,2018,May,Saturday,19:26,Serious,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,,Yes,Bridge,28.733652,77.063756
Puducherry,Karaikal,2023,February,Saturday,23:48,Minor,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,10.925442,79.830848
Gujarat,Vadodara,2021,April,Sunday,21:9,Fatal,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,,Yes,Straight Road,22.31319,73.166481
Delhi,Dwarka,2021,October,Wednesday,5:12,Serious,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,,72,19,Female,Expired,No,Intersection,28.588386,77.067532
West Bengal,Siliguri,2022,March,Sunday,7:43,Minor,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,22.576371,88.370953
West Bengal,Kolkata,2020,April,Thursday,7:27,Minor,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,22.555988,88.388393
Bihar,Gaya,2023,December,Monday,1:50,Serious,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,,No,Intersection,24.788984,85.021017
Maharashtra,Pune,2022,April,Monday,17:33,Minor,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,18.5083,73.857916
Mizoram,Lunglei,2023,April,Sunday,23:14,Fatal,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,22.890998,92.737588
Jharkhand,Bokaro,2020,August,Thursday,0:49,Minor,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,,86,53,Female,Expired,Yes,Bridge,23.654705,86.161625
Jammu and Kashmir,Baramulla,2020,March,Monday,6:1,Minor,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,,Yes,Intersection,34.198657,74.351403
Arunachal Pradesh,Pasighat,2020,July,Friday,13:31,Minor,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,28.059973,95.302631
Bihar,Bhagalpur,2020,December,Monday,5:34,Serious,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,25.224908,86.974904
Rajasthan,Udaipur,2023,June,Tuesday,7:25,Fatal,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,,64,67,Male,Valid,No,Bridge,24.595332,73.704181
Gujarat,Ahmedabad,2022,December,Friday,11:41,Fatal,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,23.039321,72.580724
Maharashtra,Pune,2019,February,Saturday,17:31,Minor,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,,60,38,Female,Expired,No,Intersection,18.539492,73.835927
Gujarat,Surat,2021,June,Saturday,1:42,Fatal,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,,37,63,Female,Expired,No,Bridge,21.182634,72.811339
West Bengal,Kolkata,2021,December,Thursday,8:32,Serious,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,22.55319,88.379491
Maharashtra,Pune,2022,February,Wednesday,11:27,Fatal,5,Car,6,2,Stormy,State Highway,Wet,Dawn,,44,36,Female,Expired,Yes,Intersection,18.505013,73.832038
Meghalaya,Nongstoin,2021,November,Wednesday,19:51,Fatal,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,,No,Straight Road,25.534352,91.249561
Tamil Nadu,Madurai,2020,January,Thursday,19:22,Minor,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,,114,64,Female,,Yes,Straight Road,9.903352,78.124514
Andhra Pradesh,Visakhapatnam,2020,December,Thursday,9:48,Minor,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,,80,40,Male,,Yes,Bridge,17.71156,83.221916
Goa,Mapusa,2019,November,Wednesday,21:30,Serious,3,Car,8,2,Stormy,State Highway,Wet,Daylight,,114,33,Female,Valid,No,Bridge,15.577342,73.785942
Puducherry,Puducherry,2021,March,Thursday,11:52,Minor,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,11.945181,79.808723
Punjab,Jalandhar,2022,November,Tuesday,9:44,Fatal,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,,94,22,Male,Expired,Yes,Bridge,31.34029,75.574751
Jharkhand,Jamshedpur,2020,June,Thursday,22:16,Serious,1,Bus,8,2,Foggy,Village Road,Dry,Dark,,120,56,Male,Valid,No,Straight Road,22.824566,86.227071
Odisha,Puri,2019,September,Monday,16:12,Serious,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,19.812457,85.846221
Telangana,Warangal,2022,March,Sunday,9:30,Serious,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,,No,Bridge,17.958599,79.594872
Goa,Margao,2019,April,Thursday,5:36,Fatal,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,15.303482,73.99612
Kerala,Kochi,2019,March,Friday,15:33,Minor,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,,38,46,Female,,Yes,Bridge,9.951565,76.288234
Odisha,Bhubaneswar,2018,March,Monday,5:31,Minor,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,20.304049,85.837925
Tamil Nadu,Coimbatore,2020,December,Saturday,13:54,Fatal,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,,80,68,Male,Valid,Yes,Curve,11.029651,76.940744
Andhra Pradesh,Visakhapatnam,2022,November,Tuesday,13:7,Fatal,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,17.669036,83.208966
Kerala,Thrissur,2018,October,Wednesday,14:56,Serious,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,,101,62,Male,,Yes,Curve,10.530158,76.19725
Andhra Pradesh,Tirupati,2021,April,Monday,6:26,Minor,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,13.637734,79.417613
