State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius
Goa,Mapusa,2019,May,Saturday,17:55,Fatal,1,Two-Wheeler,7,2,Foggy,Village Road,Dry,Dusk,Signals,54,44,Female,,Yes,Bridge,15.59238,73.818178,0.126571208202364,33.59113464355471,25.546563720703148
Bihar,Bhagalpur,2023,February,Wednesday,2:50,Serious,1,Auto-Rickshaw,9,5,Clear,State Highway,Dry,Dark,,118,24,Female,,Yes,Straight Road,25.264158,87.0076,0.02357135230113272,24.373956298828148,11.13007507324221
Andhra Pradesh,Vijayawada,2018,July,Saturday,19:4,Fatal,1,Pedestrian,7,1,Rainy,State Highway,Damaged,Dark,Signs,49,41,Male,Valid,No,Straight Road,16.510952,80.672879,525.4353853900824,26.92774353027346,24.888665771484398
Karnataka,Mysore,2020,August,Saturday,7:13,Fatal,4,Two-Wheeler,0,1,Clear,State Highway,Damaged,Dark,Signals,96,18,Male,Expired,Yes,Curve,12.969491,77.56968,4.489069059388839,24.693658447265648,19.755090332031273
West Bengal,Durgapur,2021,March,Friday,10:31,Fatal,2,Bus,10,1,Stormy,State Highway,Wet,Dark,,81,19,Male,,No,Intersection,23.519565,87.318244,0.029481478179604892,32.18422851562502,17.34687194824221
Chhattisgarh,Korba,2018,October,Tuesday,15:6,Minor,3,Two-Wheeler,1,1,Clear,Village Road,Under Construction,Dawn,Police Checkpost,75,30,Female,Expired,No,Curve,22.369185,82.74067,0.005149841278750955,31.38434753417971,18.605798339843773
Karnataka,Mysore,2019,January,Wednesday,5:29,Serious,3,Cycle,7,5,Foggy,National Highway,Damaged,Dusk,Police Checkpost,82,24,Female,Valid,Yes,Bridge,12.96709,77.596868,0.001293269178859191,27.83100280761721,12.80915222167971
Nagaland,Kohima,2018,August,Wednesday,17:27,Serious,3,Pedestrian,3,3,Stormy,Village Road,Damaged,Dusk,Signs,63,68,Female,,No,Bridge,25.692278,94.10134,42.08019496036286,27.25605163574221,20.212335205078148
Jammu and Kashmir,Baramulla,2022,November,Tuesday,13:26,Fatal,5,Auto-Rickshaw,4,5,Stormy,State Highway,Dry,Dusk,Police Checkpost,68,51,Female,,Yes,Curve,34.195973,74.365444,18.844009563224517,4.265237426757835,-4.200933837890602
Madhya Pradesh,Indore,2020,February,Tuesday,19:39,Fatal,3,Truck,2,4,Rainy,Village Road,Wet,Dark,Police Checkpost,41,70,Female,,Yes,Intersection,22.733451,75.872709,0.006008148115910217,28.237161254882835,14.232537841796898
Meghalaya,Tura,2018,July,Thursday,5:44,Minor,1,Auto-Rickshaw,2,1,Hazy,Urban Road,Wet,Daylight,Signs,114,59,Female,Valid,Yes,Curve,25.493356,90.220161,17.952946110526113,29.40754089355471,23.841790771484398
Puducherry,Karaikal,2023,January,Thursday,8:53,Fatal,5,Two-Wheeler,9,4,Rainy,Village Road,Damaged,Daylight,Police Checkpost,76,26,Male,,No,Bridge,10.93242,79.833978,-9999.0,-9999.0,-9999.0
Tamil Nadu,Chennai,2021,March,Sunday,22:37,Fatal,1,Truck,10,2,Rainy,National Highway,Wet,Daylight,Police Checkpost,90,54,Male,Valid,No,Curve,13.104013,80.263077,-9999.0,-9999.0,-9999.0
Meghalaya,Nongstoin,2022,December,Thursday,9:50,Fatal,3,Pedestrian,8,1,Foggy,National Highway,Under Construction,Dusk,,88,48,Male,,No,Bridge,25.50187,91.279872,29.1031506701529,17.060937500000023,11.225503540039085
Goa,Panaji,2022,October,Thursday,13:37,Serious,5,Car,8,5,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,113,45,Female,,No,Intersection,15.510395,73.803503,80.19577036651526,29.861474609375023,23.713464355468773
Delhi,Rohini,2021,November,Saturday,19:51,Serious,1,Car,10,3,Hazy,National Highway,Wet,Daylight,Police Checkpost,30,51,Female,Valid,Yes,Straight Road,28.747156,77.071015,0.0038951628198446997,25.197930908203148,11.571450805664085
Andhra Pradesh,Visakhapatnam,2020,October,Friday,6:9,Minor,3,Car,2,3,Clear,National Highway,Under Construction,Dark,Police Checkpost,30,69,Male,,No,Straight Road,17.688883,83.225971,-9999.0,-9999.0,-9999.0
Arunachal Pradesh,Naharlagun,2018,December,Wednesday,12:36,Minor,2,Cycle,9,3,Rainy,State Highway,Under Construction,Dawn,Signs,49,54,Female,Expired,No,Intersection,27.086902,93.676976,0.014120338789780362,23.291299438476585,12.52887878417971
Delhi,Rohini,2020,January,Friday,3:25,Minor,5,Cycle,8,2,Clear,Village Road,Wet,Dark,,89,41,Female,Expired,No,Curve,28.73581,77.084531,0.3109902127107489,18.273614501953148,6.951440429687523
Chandigarh,Chandigarh,2023,March,Friday,9:16,Serious,4,Car,6,5,Foggy,Village Road,Dry,Dusk,Police Checkpost,86,67,Male,,Yes,Straight Road,30.745912,76.788424,5.05472548849184,29.67102966308596,13.639520263671898
Haryana,Gurugram,2020,March,Wednesday,18:50,Minor,4,Pedestrian,6,3,Rainy,Village Road,Under Construction,Dusk,Signals,106,44,Female,Expired,No,Intersection,28.452739,77.032164,10.38584522899555,21.28034362792971,10.803140258789085
Andhra Pradesh,Visakhapatnam,2019,June,Saturday,19:12,Minor,5,Auto-Rickshaw,4,3,Clear,Urban Road,Damaged,Daylight,,103,67,Male,Expired,Yes,Bridge,17.707369,83.203662,4.760193824722592,38.20050964355471,29.79651794433596
Assam,Silchar,2020,September,Tuesday,11:24,Fatal,3,Pedestrian,0,2,Foggy,Urban Road,Under Construction,Dusk,Signals,103,41,Female,Valid,Yes,Bridge,24.82776,92.768044,103.80108132937949,29.754541015625023,25.22992858886721
Jammu and Kashmir,Srinagar,2019,January,Tuesday,1:32,Serious,4,Pedestrian,7,0,Foggy,National Highway,Under Construction,Dusk,Signs,112,19,Male,Valid,Yes,Intersection,34.104008,74.80091,0.43206348755120416,0.9950653076172102,-5.603964233398415
Chhattisgarh,Korba,2020,January,Friday,7:33,Minor,3,Auto-Rickshaw,10,5,Rainy,Urban Road,Wet,Dawn,,99,53,Female,Valid,Yes,Curve,22.370872,82.725851,0.013667343409906607,25.338616943359398,10.735559082031273
Mizoram,Aizawl,2020,November,Tuesday,1:52,Fatal,3,Two-Wheeler,6,2,Rainy,State Highway,Under Construction,Dark,Signs,116,36,Male,,Yes,Bridge,23.732581,92.719156,0.010827302503457759,27.47083435058596,15.552667236328148
Maharashtra,Nagpur,2018,June,Monday,1:9,Serious,4,Cycle,0,3,Foggy,State Highway,Under Construction,Dawn,Signals,72,45,Male,Valid,No,Straight Road,21.151382,79.099703,0.003446360494763212,36.00335083007815,27.199502563476585
Andhra Pradesh,Visakhapatnam,2020,October,Monday,20:9,Serious,3,Truck,6,5,Hazy,Village Road,Wet,Daylight,,118,27,Female,,Yes,Straight Road,17.68089,83.205722,-9999.0,-9999.0,-9999.0
Chandigarh,Chandigarh,2022,March,Sunday,10:4,Serious,4,Bus,6,1,Stormy,Village Road,Wet,Daylight,Signs,98,48,Female,,Yes,Curve,30.722729,76.771155,0.0017256346040994686,31.030236816406273,15.837731933593773
Tripura,Agartala,2022,July,Monday,13:6,Serious,4,Auto-Rickshaw,9,1,Foggy,National Highway,Wet,Dusk,Police Checkpost,119,60,Male,Expired,No,Bridge,23.830337,91.303456,77.08001361125483,33.40718994140627,25.887353515625023
Telangana,Hyderabad,2020,January,Thursday,19:8,Minor,4,Truck,0,3,Stormy,Urban Road,Wet,Dawn,Signs,58,48,Female,Expired,Yes,Straight Road,17.367232,78.495348,0.03638788894022582,27.201898193359398,16.50464782714846
Odisha,Bhubaneswar,2022,November,Thursday,5:31,Serious,2,Car,8,4,Foggy,State Highway,Dry,Dawn,Signs,63,46,Male,Valid,Yes,Curve,20.299616,85.848288,0.000852346317969932,28.348245239257835,16.701577758789085
Andhra Pradesh,Vijayawada,2018,August,Thursday,6:1,Serious,3,Cycle,8,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,75,36,Male,Expired,Yes,Curve,16.495881,80.659047,643.8464627517533,26.283914184570335,24.770928955078148
Kerala,Kochi,2020,September,Friday,13:56,Fatal,1,Car,2,4,Rainy,Village Road,Under Construction,Dawn,Signals,46,51,Male,Expired,Yes,Curve,9.914296,76.253272,91.71099625507395,26.922097778320335,24.155541992187523
Chhattisgarh,Bhilai,2018,July,Saturday,13:38,Serious,2,Two-Wheeler,8,5,Clear,State Highway,Under Construction,Daylight,Signals,65,52,Female,,No,Curve,21.223293,81.375149,458.67310753361323,30.480889892578148,24.30573425292971
Manipur,Thoubal,2018,May,Saturday,13:38,Serious,3,Auto-Rickshaw,5,1,Foggy,State Highway,Damaged,Dark,Police Checkpost,109,23,Male,Valid,No,Intersection,24.641794,93.977962,35.02763528376818,25.691064453125023,16.909463500976585
Uttarakhand,Haridwar,2021,April,Tuesday,19:33,Minor,3,Cycle,9,5,Rainy,Village Road,Dry,Dusk,,91,37,Male,Valid,Yes,Curve,29.950841,78.160863,1.233946543131026,36.20015869140627,17.084771728515648
Meghalaya,Shillong,2020,August,Wednesday,4:14,Minor,5,Truck,8,3,Rainy,Village Road,Dry,Dawn,Police Checkpost,97,59,Female,Expired,No,Straight Road,25.561507,91.891606,396.2235704063346,24.068658447265648,20.619241333007835
Manipur,Imphal,2018,October,Wednesday,22:50,Minor,4,Auto-Rickshaw,1,3,Clear,State Highway,Dry,Dusk,,119,23,Male,Expired,Yes,Bridge,24.836472,93.94029,15.579131990641315,23.99073181152346,14.894860839843773
Uttar Pradesh,Kanpur,2018,December,Sunday,21:40,Serious,1,Auto-Rickshaw,10,0,Stormy,Urban Road,Dry,Dark,Signs,89,42,Female,Expired,Yes,Bridge,26.471933,80.355492,0.014120338789780362,22.457757568359398,9.20075378417971
Odisha,Puri,2018,October,Sunday,22:40,Serious,4,Car,7,1,Hazy,Village Road,Damaged,Dawn,Police Checkpost,73,64,Female,Valid,Yes,Bridge,19.813642,85.807522,17.774873971909244,30.29151306152346,23.340173339843773
Manipur,Imphal,2023,February,Wednesday,3:47,Fatal,4,Pedestrian,7,3,Clear,Village Road,Damaged,Daylight,Signals,117,65,Female,,No,Curve,24.813278,93.955662,1.2095547717194677,23.67334899902346,9.92847595214846
Chandigarh,Chandigarh,2019,August,Tuesday,4:2,Minor,1,Auto-Rickshaw,1,5,Rainy,Village Road,Wet,Dark,,72,22,Female,,No,Bridge,30.719858,76.781021,141.21579378843307,29.812051391601585,25.386575317382835
Rajasthan,Jaipur,2020,October,Monday,12:36,Fatal,3,Two-Wheeler,7,0,Hazy,National Highway,Under Construction,Dusk,Signs,58,61,Female,Valid,Yes,Intersection,26.918299,75.798269,0.0,32.563394165039085,22.986230468750023
Uttarakhand,Roorkee,2021,March,Tuesday,23:10,Fatal,4,Two-Wheeler,7,3,Rainy,State Highway,Wet,Daylight,Signs,105,64,Male,Valid,No,Intersection,29.870945,77.887795,0.0017206148754667083,31.100793457031273,12.67286071777346
Punjab,Jalandhar,2018,September,Monday,10:31,Minor,5,Cycle,2,5,Stormy,Urban Road,Wet,Dusk,,108,39,Male,Expired,Yes,Bridge,31.322851,75.585557,14.392550289620942,30.839273071289085,22.155068969726585
Tripura,Dharmanagar,2019,August,Saturday,21:50,Serious,5,Truck,3,4,Stormy,State Highway,Damaged,Dusk,,67,48,Female,Valid,No,Curve,24.360825,92.15285,282.67674520611763,30.432214355468773,24.972512817382835
Arunachal Pradesh,Pasighat,2020,May,Friday,7:42,Serious,1,Truck,10,3,Rainy,Urban Road,Wet,Dawn,Police Checkpost,52,32,Female,Expired,No,Intersection,28.071383,95.348499,6.030651180708446,28.31525573730471,20.04596862792971
Delhi,Dwarka,2020,May,Tuesday,17:36,Serious,4,Bus,4,0,Stormy,State Highway,Wet,Daylight,Signals,36,24,Female,Valid,Yes,Intersection,28.590144,77.036389,10.43537109967474,37.63347778320315,23.89362487792971
Telangana,Nizamabad,2021,September,Thursday,21:57,Fatal,2,Auto-Rickshaw,5,5,Clear,National Highway,Dry,Dusk,Signals,120,43,Male,,No,Straight Road,18.656062,78.109637,2.401980011615734,29.241387939453148,23.64454040527346
Chandigarh,Chandigarh,2020,March,Wednesday,6:11,Serious,1,Two-Wheeler,1,4,Stormy,National Highway,Damaged,Dusk,Signs,66,30,Female,Expired,No,Straight Road,30.730406,76.796857,4.807344078983533,20.90534362792971,9.301660156250023
Maharashtra,Pune,2018,July,Sunday,1:49,Serious,4,Car,3,3,Stormy,Urban Road,Damaged,Daylight,Signs,63,39,Male,Expired,Yes,Bridge,18.517267,73.841525,215.60731446639636,24.86261901855471,22.212884521484398
Jharkhand,Bokaro,2020,March,Thursday,6:53,Serious,5,Pedestrian,6,3,Clear,State Highway,Dry,Dawn,Police Checkpost,118,68,Female,Expired,No,Intersection,23.660988,86.167209,226.2220460921185,27.357766723632835,17.740640258789085
Sikkim,Gyalshing,2021,January,Monday,1:11,Minor,3,Car,6,4,Rainy,National Highway,Damaged,Dusk,Signals,38,20,Male,Valid,No,Intersection,27.296771,88.255921,24.040189757840835,12.874871826171898,6.683145141601585
Chhattisgarh,Durg,2023,November,Tuesday,1:27,Fatal,5,Bus,1,4,Foggy,Village Road,Under Construction,Dark,Signals,113,66,Female,Valid,No,Bridge,21.18944,81.26433,0.0034332275191673034,28.66846618652346,17.129388427734398
Nagaland,Dimapur,2021,October,Thursday,6:36,Serious,3,Two-Wheeler,7,4,Hazy,National Highway,Under Construction,Dusk,,40,53,Female,Valid,No,Straight Road,25.892746,93.711874,34.09641040519773,32.35735473632815,23.251580810546898
Kerala,Kozhikode,2020,September,Monday,12:59,Minor,5,Truck,10,3,Hazy,National Highway,Damaged,Dawn,,64,68,Female,,Yes,Curve,11.238504,75.798714,101.56813673654597,26.451333618164085,23.80707702636721
Delhi,Dwarka,2020,November,Sunday,5:49,Minor,4,Two-Wheeler,1,3,Rainy,State Highway,Under Construction,Daylight,,92,69,Female,,No,Straight Road,28.576521,77.066726,45.89055639462458,28.241693115234398,15.549737548828148
Haryana,Faridabad,2018,May,Wednesday,1:14,Minor,2,Car,0,0,Rainy,Urban Road,Damaged,Dark,Police Checkpost,58,45,Male,Expired,Yes,Straight Road,28.421321,77.296646,5.460284650325775,36.92351684570315,24.738092041015648
Arunachal Pradesh,Naharlagun,2022,June,Sunday,12:0,Minor,2,Auto-Rickshaw,0,0,Foggy,Village Road,Wet,Dawn,Police Checkpost,107,38,Female,Valid,No,Curve,27.093355,93.711354,1194.9027337131497,24.432122802734398,22.933023071289085
Maharashtra,Mumbai,2020,May,Wednesday,1:51,Serious,3,Car,5,2,Clear,State Highway,Wet,Daylight,Police Checkpost,68,55,Male,Valid,Yes,Curve,19.071481,72.862077,1.2420214700341603,33.582376098632835,27.810021972656273
West Bengal,Siliguri,2021,July,Thursday,18:12,Serious,3,Bus,8,2,Stormy,National Highway,Dry,Dawn,Signs,53,68,Female,Expired,Yes,Straight Road,22.568434,88.348185,17.9265715171546,32.28424987792971,26.437600708007835
Karnataka,Bangalore,2020,March,Friday,16:30,Fatal,5,Pedestrian,9,3,Clear,Urban Road,Wet,Daylight,Signals,46,27,Female,Expired,Yes,Curve,12.972276,77.608852,0.15673823651241037,32.902688598632835,19.170800781250023
Odisha,Cuttack,2021,January,Sunday,16:28,Fatal,1,Cycle,10,4,Hazy,State Highway,Dry,Daylight,Police Checkpost,66,50,Female,Expired,No,Intersection,20.437908,85.871041,0.6033957003523938,27.40479431152346,17.73682556152346
Goa,Vasco da Gama,2018,November,Monday,22:45,Serious,3,Pedestrian,7,0,Hazy,Village Road,Under Construction,Dark,Signs,47,65,Female,,No,Bridge,15.395051,73.810103,-9999.0,-9999.0,-9999.0
Jharkhand,Dhanbad,2022,May,Sunday,4:34,Minor,3,Truck,3,4,Rainy,Urban Road,Damaged,Dawn,Signs,89,62,Female,Valid,No,Curve,23.797946,86.411183,3.819353877645426,40.767495727539085,28.155786132812523
Assam,Jorhat,2022,July,Sunday,1:49,Minor,3,Bus,4,5,Rainy,State Highway,Under Construction,Daylight,Signals,113,18,Male,Valid,Yes,Intersection,26.728602,94.211855,30.234767504868643,36.194558715820335,28.359597778320335
West Bengal,Durgapur,2023,August,Tuesday,1:8,Minor,3,Bus,3,0,Stormy,Urban Road,Damaged,Dawn,Police Checkpost,82,53,Male,Valid,Yes,Curve,23.530021,87.317291,111.88596300780773,32.598550415039085,26.412896728515648
Chandigarh,Chandigarh,2021,July,Sunday,3:29,Minor,1,Car,6,1,Stormy,Urban Road,Damaged,Daylight,,63,27,Male,Valid,Yes,Intersection,30.74007,76.786111,14.276429637238408,32.33356628417971,26.318460083007835
Arunachal Pradesh,Naharlagun,2020,July,Tuesday,12:46,Serious,1,Two-Wheeler,9,1,Foggy,National Highway,Wet,Daylight,Police Checkpost,72,29,Male,,No,Bridge,27.11331,93.691407,98.07196958409392,25.868325805664085,22.178186035156273
Kerala,Thiruvananthapuram,2023,June,Saturday,23:12,Minor,3,Bus,2,2,Hazy,State Highway,Wet,Daylight,,65,52,Male,Expired,No,Straight Road,8.539124,76.920669,12.709107031117384,29.914300537109398,25.205361938476585
Mizoram,Champhai,2018,May,Saturday,11:35,Fatal,3,Car,6,4,Rainy,National Highway,Damaged,Daylight,Police Checkpost,103,52,Female,,Yes,Bridge,23.468804,93.307004,55.56674487888813,24.459466552734398,14.779382324218773
Jammu and Kashmir,Jammu,2019,May,Sunday,17:10,Serious,2,Two-Wheeler,7,4,Foggy,Village Road,Under Construction,Dawn,Police Checkpost,108,45,Female,Valid,No,Bridge,32.739441,74.878638,5.104985833131792,32.754556274414085,18.435510253906273
Chhattisgarh,Raipur,2021,July,Sunday,11:50,Fatal,5,Two-Wheeler,2,2,Foggy,Village Road,Under Construction,Daylight,Signals,86,21,Female,Valid,No,Intersection,21.268484,81.647882,16.88918620245161,31.223306274414085,25.638772583007835
Kerala,Kozhikode,2019,March,Wednesday,10:44,Fatal,4,Truck,10,2,Rainy,National Highway,Dry,Dawn,,52,63,Female,Expired,Yes,Bridge,11.238136,75.777587,0.2703203322198533,32.35022888183596,24.513650512695335
Jammu and Kashmir,Anantnag,2021,June,Friday,3:25,Serious,3,Car,0,3,Stormy,State Highway,Under Construction,Dusk,Signs,107,66,Male,Expired,No,Intersection,33.752026,75.161942,36.09193579285375,20.09894714355471,9.19226989746096
Kerala,Kochi,2023,November,Wednesday,21:38,Serious,5,Truck,7,3,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,93,25,Male,Valid,Yes,Straight Road,9.906245,76.257925,2.8190597891608604,29.54932556152346,24.251199340820335
Haryana,Ambala,2020,August,Thursday,21:45,Minor,3,Bus,5,4,Stormy,State Highway,Dry,Dark,Police Checkpost,77,35,Female,Valid,No,Intersection,30.391758,76.779648,14.300936087863647,31.89289245605471,26.068780517578148
Puducherry,Karaikal,2022,January,Saturday,16:13,Minor,1,Cycle,3,3,Clear,State Highway,Damaged,Daylight,Signs,75,38,Male,Valid,No,Curve,10.923002,79.836001,-9999.0,-9999.0,-9999.0
Odisha,Bhubaneswar,2021,March,Monday,9:13,Minor,2,Cycle,8,0,Foggy,Village Road,Damaged,Daylight,Police Checkpost,82,57,Male,Expired,Yes,Bridge,20.320914,85.81623,0.009007282699258212,34.41915283203127,22.73749694824221
West Bengal,Siliguri,2023,October,Monday,2:23,Serious,3,Cycle,0,5,Rainy,Urban Road,Wet,Dusk,Signals,88,69,Female,Expired,Yes,Bridge,22.557803,88.380681,0.0221014016119625,32.17470703125002,22.154946899414085
Mizoram,Champhai,2021,June,Saturday,23:16,Fatal,5,Auto-Rickshaw,9,0,Hazy,Urban Road,Dry,Daylight,Signals,96,62,Male,Expired,Yes,Straight Road,23.45903,93.329056,225.85787528186074,25.63959655761721,18.281793212890648
Nagaland,Mokokchung,2019,August,Thursday,3:6,Serious,4,Pedestrian,1,2,Hazy,Urban Road,Dry,Dark,,120,61,Female,,Yes,Curve,26.319753,94.543274,217.40606240928173,26.707604980468773,22.50470886230471
Karnataka,Mysore,2020,February,Friday,23:22,Minor,5,Car,1,3,Foggy,Village Road,Wet,Dawn,Signals,45,66,Female,Expired,No,Straight Road,12.98058,77.613658,0.006008148115910217,30.758645629882835,15.672891235351585
Delhi,Rohini,2020,May,Friday,18:3,Minor,5,Bus,0,1,Stormy,Village Road,Under Construction,Dusk,,83,40,Male,Expired,Yes,Straight Road,28.76709,77.08243,2.8948768961072346,37.78777465820315,24.11042175292971
Jammu and Kashmir,Baramulla,2023,August,Tuesday,1:36,Minor,5,Truck,9,0,Clear,Village Road,Damaged,Dark,Signs,35,27,Male,Expired,No,Curve,34.198711,74.32514,20.237470045685768,25.061914062500023,16.938226318359398
Karnataka,Mysore,2021,February,Sunday,0:52,Minor,4,Bus,8,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,44,29,Female,Expired,Yes,Intersection,12.9645,77.605076,0.005985124460039515,29.58997497558596,14.57892761230471
Gujarat,Ahmedabad,2019,September,Saturday,5:18,Minor,4,Cycle,6,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,90,26,Female,Expired,No,Intersection,22.997717,72.594647,6.432662904160225,29.484109497070335,25.70032653808596
West Bengal,Siliguri,2018,September,Friday,18:23,Serious,4,Auto-Rickshaw,8,0,Rainy,State Highway,Dry,Dark,Signals,60,49,Male,,Yes,Curve,22.555984,88.388528,87.26628795265157,32.24053344726565,25.504006958007835
Bihar,Gaya,2019,May,Thursday,22:35,Serious,1,Cycle,8,3,Hazy,National Highway,Dry,Dark,Signs,67,61,Female,,No,Straight Road,24.799043,84.986021,0.2759218215580006,40.223306274414085,26.544885253906273
Haryana,Panipat,2018,June,Monday,5:18,Minor,1,Bus,5,1,Hazy,State Highway,Wet,Dark,Signals,96,58,Male,Valid,Yes,Straight Road,29.40748,76.984016,0.0008535584470337199,38.14397583007815,30.044854736328148
Himachal Pradesh,Shimla,2018,December,Wednesday,4:22,Fatal,1,Car,10,5,Stormy,Urban Road,Under Construction,Dawn,Signs,47,63,Male,Expired,Yes,Straight Road,31.095048,77.186605,1.787984369627793,12.201898193359398,-3.6432861328124773
Telangana,Warangal,2018,August,Friday,1:9,Minor,4,Pedestrian,9,4,Hazy,National Highway,Damaged,Dawn,Police Checkpost,94,21,Female,Valid,Yes,Bridge,17.948573,79.615556,343.3732421053719,26.409082031250023,23.955667114257835
Telangana,Karimnagar,2023,June,Sunday,12:46,Fatal,3,Auto-Rickshaw,2,5,Clear,Urban Road,Wet,Dawn,Signs,54,23,Female,Expired,Yes,Intersection,18.422193,79.128139,0.023841639052335495,38.5334411621094,30.471704101562523
Andhra Pradesh,Tirupati,2023,December,Friday,14:33,Fatal,2,Truck,1,2,Clear,Village Road,Dry,Dusk,,54,24,Female,Expired,No,Curve,13.652059,79.429263,27.439211307694222,24.95630798339846,19.93598327636721
Chhattisgarh,Durg,2023,January,Monday,18:17,Serious,1,Car,7,0,Hazy,State Highway,Damaged,Dawn,Police Checkpost,111,33,Male,,Yes,Bridge,21.191441,81.284011,0.016834607151849923,26.873468017578148,13.626016235351585
