,State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Traffic Congestion
763,Punjab,Patiala,2022,January,Tuesday,7:41,Fatal,5,Two-Wheeler,9,2,Foggy,Urban Road,Dry,Dark,Signals,84,39,Male,Valid,Yes,Bridge,30.35755,76.394598,0.009599086183698,14.536111450195335,7.022500610351585,1.0
764,Odisha,Rourkela,2022,April,Thursday,3:40,Serious,3,Bus,1,3,Foggy,National Highway,Dry,Dusk,Signs,43,65,Male,Valid,No,Intersection,22.284385,84.841171,1.124241764753009,40.37000427246096,26.581338500976585,0.7745966692414833
765,Telangana,Hyderabad,2023,July,Tuesday,16:57,Fatal,2,Car,9,4,Hazy,State Highway,Dry,Dusk,Police Checkpost,39,27,Female,Expired,Yes,Bridge,17.401024,78.482684,28.053061664099488,28.62131652832033,23.040307617187523,0.6324555320336759
766,Himachal Pradesh,Solan,2020,January,Wednesday,8:47,Fatal,3,Cycle,4,4,Clear,Village Road,Dry,Dark,Signals,35,62,Male,Valid,No,Bridge,30.89876,77.092158,50.45494735077227,11.809197998046898,5.179956054687523,0.7745966692414833
767,Punjab,Ludhiana,2019,October,Monday,22:10,Minor,4,Truck,2,3,Rainy,State Highway,Damaged,Daylight,,32,24,Female,Expired,Yes,Curve,30.918969,75.847877,1.9760222112950032,31.714440917968773,19.7712341308594,0.8944271909999159
768,Arunachal Pradesh,Naharlagun,2018,June,Saturday,9:44,Minor,4,Truck,9,1,Hazy,Village Road,Wet,Dusk,Signals,95,18,Female,Expired,No,Intersection,27.088008,93.699841,196.81043038275448,27.79538879394533,23.320825195312523,0.8944271909999159
769,Mizoram,Aizawl,2019,September,Thursday,11:47,Minor,3,Two-Wheeler,4,2,Stormy,National Highway,Wet,Dark,Police Checkpost,82,54,Male,Valid,No,Straight Road,23.751465,92.738023,139.88550305356284,28.23511657714846,21.47925720214846,0.7745966692414833
770,Telangana,Hyderabad,2018,January,Tuesday,23:21,Minor,5,Cycle,6,5,Stormy,Urban Road,Wet,Dusk,Signs,101,25,Male,,Yes,Bridge,17.379298,78.481684,0.1370161761542476,29.845788574218773,19.077844238281276,1.0
771,Jammu and Kashmir,Jammu,2023,April,Sunday,23:55,Serious,2,Pedestrian,8,5,Foggy,Urban Road,Dry,Daylight,Police Checkpost,51,40,Female,,No,Intersection,32.713836,74.866133,0.1512789687012627,33.78981933593752,15.014566040039083,0.6324555320336759
772,Assam,Dibrugarh,2021,February,Friday,5:46,Serious,1,Two-Wheeler,0,3,Stormy,National Highway,Wet,Dusk,,88,67,Male,Expired,Yes,Bridge,27.462018,94.925337,0.0250884131105522,24.681436157226585,15.08869323730471,0.4472135954999579
773,Chhattisgarh,Durg,2022,February,Monday,20:21,Serious,1,Two-Wheeler,8,0,Stormy,National Highway,Wet,Dark,Police Checkpost,107,67,Female,,Yes,Straight Road,21.20584,81.29693,0.0166989900094449,28.249673461914085,12.934808349609398,0.4472135954999579
774,Gujarat,Vadodara,2021,April,Wednesday,5:56,Serious,5,Bus,7,3,Rainy,Village Road,Wet,Dark,Police Checkpost,33,43,Female,Expired,Yes,Straight Road,22.291961,73.204213,0.0286959222890459,38.99189147949221,21.83860168457033,1.0
775,Chandigarh,Chandigarh,2021,January,Monday,8:34,Minor,4,Two-Wheeler,4,2,Stormy,Village Road,Under Construction,Dusk,Signals,120,33,Female,,No,Curve,30.72414,76.800663,0.0072300433089367,15.061242675781273,6.01624450683596,0.8944271909999159
776,Karnataka,Mysore,2021,February,Monday,8:0,Minor,2,Car,7,0,Stormy,Village Road,Wet,Dusk,Signals,72,22,Male,Valid,No,Bridge,12.958778,77.606223,0.0059851244600395,29.58997497558596,14.57892761230471,0.6324555320336759
777,Gujarat,Vadodara,2018,January,Thursday,23:43,Fatal,2,Bus,4,3,Hazy,Urban Road,Damaged,Dawn,Signals,92,63,Male,Valid,No,Intersection,22.322526,73.177235,0.0182688226004756,32.14071044921877,18.169641113281276,0.6324555320336759
778,Haryana,Ambala,2020,December,Tuesday,8:14,Serious,1,Auto-Rickshaw,8,4,Stormy,Urban Road,Wet,Daylight,,63,31,Male,,No,Straight Road,30.372479,76.786817,0.0008523463179699,17.196374511718773,6.262368774414085,0.4472135954999579
779,Delhi,Dwarka,2021,May,Friday,18:55,Serious,3,Truck,8,2,Hazy,Village Road,Under Construction,Dusk,Signs,66,22,Female,Valid,No,Intersection,28.590446,77.04289,7.683535697765365,37.482400512695335,23.05262145996096,0.7745966692414833
780,Madhya Pradesh,Jabalpur,2021,December,Thursday,15:1,Fatal,1,Auto-Rickshaw,9,3,Rainy,Urban Road,Under Construction,Dusk,Signals,69,30,Male,,No,Curve,23.182246,80.005633,0.0039130448641344,25.35755310058596,14.243585205078148,0.4472135954999579
781,Goa,Vasco da Gama,2021,December,Thursday,15:7,Minor,4,Pedestrian,5,3,Stormy,Village Road,Wet,Dark,Signs,59,64,Male,,No,Straight Road,15.375818,73.817753,-9999.0,-9999.0,-9999.0,0.8944271909999159
782,Manipur,Bishnupur,2019,January,Thursday,2:34,Serious,5,Pedestrian,6,0,Foggy,Village Road,Dry,Daylight,Signals,30,59,Male,Expired,No,Straight Road,24.617377,93.804916,0.1631087038731493,19.16944274902346,9.855981445312525,1.0
783,Jharkhand,Jamshedpur,2018,June,Wednesday,14:45,Minor,4,Auto-Rickshaw,8,1,Clear,State Highway,Damaged,Daylight,,35,42,Female,Valid,No,Bridge,22.785447,86.223237,1.1855927309056824,38.7592712402344,28.812432861328148,0.8944271909999159
784,Meghalaya,Tura,2018,October,Saturday,14:17,Minor,1,Pedestrian,9,1,Rainy,State Highway,Dry,Dark,Police Checkpost,57,29,Female,,No,Intersection,25.531179,90.186017,28.80628928539153,26.74463806152346,17.012048339843773,0.4472135954999579
785,Sikkim,Namchi,2022,March,Sunday,13:41,Minor,4,Car,9,1,Rainy,State Highway,Wet,Dawn,Police Checkpost,53,61,Female,Valid,No,Intersection,27.187218,88.386863,1.213115533857945,24.41962585449221,11.190576171875025,0.8944271909999159
786,Delhi,New Delhi,2020,August,Wednesday,1:50,Fatal,2,Cycle,2,2,Foggy,Village Road,Under Construction,Dusk,Signals,96,26,Male,Valid,Yes,Intersection,28.592695,77.222798,38.3444160221984,31.76825866699221,25.716027832031276,0.6324555320336759
787,West Bengal,Kolkata,2021,May,Wednesday,18:24,Fatal,2,Two-Wheeler,1,4,Clear,State Highway,Damaged,Dawn,Police Checkpost,38,21,Male,Valid,Yes,Curve,22.573758,88.388454,15.384902837581649,36.57264099121096,26.80652770996096,0.6324555320336759
788,Sikkim,Gangtok,2021,December,Friday,17:36,Minor,5,Truck,2,4,Rainy,State Highway,Dry,Dark,Police Checkpost,84,45,Male,Expired,Yes,Straight Road,27.320246,88.602884,3.979403152996497,8.185296630859398,1.1177612304687727,1.0
789,West Bengal,Durgapur,2022,July,Saturday,20:52,Minor,2,Bus,0,4,Hazy,Village Road,Dry,Dark,Police Checkpost,53,65,Male,Expired,Yes,Curve,23.504311,87.287598,15.333663121698038,33.03414306640627,26.416650390625023,0.6324555320336759
790,Chhattisgarh,Bilaspur,2021,May,Friday,16:4,Serious,5,Cycle,5,1,Foggy,National Highway,Dry,Daylight,Signals,45,49,Female,Expired,No,Curve,22.082829,82.159226,2.026972952194228,37.673806762695335,27.728799438476585,1.0
791,Himachal Pradesh,Shimla,2023,August,Saturday,6:12,Minor,2,Two-Wheeler,2,3,Foggy,National Highway,Dry,Daylight,Signs,49,64,Female,Valid,No,Bridge,31.098921,77.172396,68.91506537795067,23.082925415039085,16.660882568359398,0.6324555320336759
792,Uttarakhand,Dehradun,2021,December,Friday,16:30,Fatal,1,Pedestrian,7,1,Hazy,Urban Road,Dry,Daylight,,102,61,Female,Expired,Yes,Curve,30.339398,78.01386,7.768341898852782,15.364602661132835,2.2869354248047102,0.4472135954999579
793,Delhi,New Delhi,2018,October,Wednesday,1:9,Serious,3,Cycle,4,4,Hazy,State Highway,Damaged,Dusk,Signals,111,22,Male,,Yes,Bridge,28.604078,77.215315,0.0051498412787509,30.99372253417971,16.50776062011721,0.7745966692414833
794,Tamil Nadu,Madurai,2020,December,Wednesday,10:20,Serious,3,Two-Wheeler,10,2,Stormy,Urban Road,Damaged,Dark,Signals,90,54,Male,Valid,No,Curve,9.917817,78.120636,34.0557351707389,28.258447265625023,19.29725036621096,0.7745966692414833
795,Sikkim,Mangan,2022,January,Sunday,17:3,Serious,4,Pedestrian,9,5,Hazy,State Highway,Wet,Dark,,90,42,Female,,No,Straight Road,27.50249,88.544744,194.05018439545077,1.8932891845703352,-0.7496704101562273,0.8944271909999159
796,Sikkim,Gyalshing,2022,July,Wednesday,18:2,Serious,2,Truck,8,1,Clear,Urban Road,Dry,Dark,,78,22,Male,Valid,No,Curve,27.270574,88.268584,16.511096068558828,25.507714843750023,16.203759765625023,0.6324555320336759
797,Maharashtra,Pune,2021,April,Thursday,1:39,Fatal,2,Cycle,10,1,Hazy,National Highway,Damaged,Dawn,,112,55,Female,,Yes,Straight Road,18.510213,73.857448,1.3452135137654864,34.68134460449221,20.17844543457033,0.6324555320336759
798,Goa,Panaji,2018,June,Friday,11:11,Minor,3,Pedestrian,4,2,Stormy,Urban Road,Under Construction,Dark,Signals,46,36,Male,,No,Intersection,15.469334,73.812427,101.50805348661152,27.28171691894533,24.547174072265648,0.7745966692414833
799,Andhra Pradesh,Tirupati,2023,August,Thursday,18:8,Serious,4,Bus,1,1,Stormy,Village Road,Dry,Dawn,Signs,45,53,Female,Expired,No,Bridge,13.608575,79.401261,1.285642385482788,35.573159790039085,24.963677978515648,0.8944271909999159
800,Puducherry,Puducherry,2022,July,Friday,19:23,Minor,1,Truck,9,0,Foggy,Village Road,Dry,Dawn,Signals,78,40,Male,Expired,Yes,Intersection,11.942017,79.785898,0.5550369703151148,33.335183715820335,26.518212890625023,0.4472135954999579
801,Meghalaya,Tura,2020,March,Thursday,19:29,Serious,1,Two-Wheeler,10,2,Foggy,State Highway,Under Construction,Dark,,119,27,Female,Expired,Yes,Curve,25.490331,90.188227,15.346320718492734,25.43464050292971,17.644937133789085,0.4472135954999579
802,Telangana,Nizamabad,2023,November,Thursday,0:7,Serious,5,Pedestrian,6,3,Rainy,Urban Road,Wet,Dusk,Police Checkpost,37,60,Female,,Yes,Curve,18.691252,78.077754,0.0034332275191673,30.14472351074221,19.7465759277344,1.0
803,Tamil Nadu,Madurai,2020,June,Saturday,21:55,Serious,1,Truck,3,1,Foggy,Urban Road,Wet,Daylight,,58,70,Male,,Yes,Straight Road,9.922653,78.110339,5.217075435666629,38.0142761230469,26.84324035644533,0.4472135954999579
804,Mizoram,Champhai,2020,July,Wednesday,23:44,Serious,1,Cycle,7,4,Rainy,State Highway,Wet,Dark,Signals,109,60,Male,Valid,No,Curve,23.459816,93.323248,52.56188987241828,25.698403930664085,19.075738525390648,0.4472135954999579
805,Andhra Pradesh,Visakhapatnam,2018,December,Friday,0:27,Minor,4,Auto-Rickshaw,1,5,Foggy,Village Road,Wet,Dark,Signals,86,51,Female,Valid,Yes,Straight Road,17.679111,83.219837,-9999.0,-9999.0,-9999.0,0.8944271909999159
806,Uttar Pradesh,Varanasi,2023,July,Saturday,8:58,Minor,1,Pedestrian,1,3,Foggy,Urban Road,Wet,Dawn,,30,59,Male,Valid,Yes,Bridge,25.341891,82.965019,312.59123384952045,33.1635681152344,26.65711364746096,0.4472135954999579
807,Chandigarh,Chandigarh,2018,April,Wednesday,9:55,Minor,5,Pedestrian,9,2,Foggy,Urban Road,Damaged,Daylight,,81,54,Male,,No,Straight Road,30.729162,76.779222,0.0154912459784384,36.26911315917971,17.190835571289085,1.0
808,Mizoram,Lunglei,2023,February,Sunday,16:59,Minor,2,Bus,2,2,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,56,60,Female,,Yes,Curve,22.862641,92.742989,0.0235713523011327,24.969995117187523,7.92652282714846,0.6324555320336759
809,Odisha,Cuttack,2022,September,Tuesday,8:8,Fatal,4,Car,6,3,Rainy,Urban Road,Wet,Daylight,Signs,53,40,Female,,Yes,Bridge,20.456527,85.904482,109.49229467661326,31.8784118652344,26.195947265625023,0.8944271909999159
810,Telangana,Warangal,2018,December,Sunday,18:0,Minor,3,Bus,8,2,Clear,State Highway,Under Construction,Daylight,,114,46,Female,Expired,Yes,Intersection,17.946246,79.594539,0.3088504060428931,28.1940856933594,20.04145202636721,0.7745966692414833
811,Karnataka,Bangalore,2021,October,Friday,13:8,Minor,1,Pedestrian,2,3,Stormy,Urban Road,Dry,Dawn,Signs,97,37,Male,Expired,No,Straight Road,12.980906,77.605568,189.7411885674387,26.866616821289085,19.665368652343773,0.4472135954999579
812,Chhattisgarh,Korba,2022,January,Saturday,16:40,Serious,1,Car,8,2,Hazy,Village Road,Wet,Dawn,,109,51,Female,Expired,No,Intersection,22.38073,82.762405,45.80010561301151,20.689172363281276,13.229669189453148,0.4472135954999579
813,Kerala,Thrissur,2023,July,Saturday,7:11,Serious,4,Cycle,2,0,Rainy,National Highway,Dry,Dawn,,96,66,Male,,Yes,Curve,10.549729,76.218368,56.95903636514643,28.954309082031276,23.74305114746096,0.8944271909999159
814,Madhya Pradesh,Indore,2018,August,Thursday,11:19,Minor,4,Cycle,0,4,Hazy,Urban Road,Dry,Daylight,Signals,46,63,Female,Valid,Yes,Bridge,22.728771,75.87407,62.16876422149653,27.73191223144533,23.175225830078148,0.8944271909999159
815,Delhi,Rohini,2018,May,Saturday,19:26,Serious,4,Bus,0,1,Rainy,State Highway,Wet,Daylight,Signs,30,52,Female,,Yes,Bridge,28.733652,77.063756,5.86913526058197,36.97625122070315,24.743951416015648,0.8944271909999159
816,Puducherry,Karaikal,2023,February,Saturday,23:48,Minor,3,Two-Wheeler,6,5,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,55,68,Female,Valid,No,Bridge,10.925442,79.830848,-9999.0,-9999.0,-9999.0,0.7745966692414833
817,Gujarat,Vadodara,2021,April,Sunday,21:9,Fatal,3,Cycle,3,1,Stormy,Urban Road,Dry,Daylight,Police Checkpost,47,49,Female,,Yes,Straight Road,22.31319,73.166481,0.0258647016622148,38.89423522949221,22.03000793457033,0.7745966692414833
818,Delhi,Dwarka,2021,October,Wednesday,5:12,Serious,5,Two-Wheeler,8,4,Foggy,Village Road,Damaged,Daylight,,72,19,Female,Expired,No,Intersection,28.588386,77.067532,0.0120046551614905,32.500344848632835,18.32233581542971,1.0
819,West Bengal,Siliguri,2022,March,Sunday,7:43,Minor,5,Pedestrian,6,0,Rainy,Village Road,Under Construction,Dark,Signals,41,43,Male,Expired,Yes,Curve,22.576371,88.370953,0.0017256346040994,34.02242431640627,18.495263671875023,1.0
820,West Bengal,Kolkata,2020,April,Thursday,7:27,Minor,3,Two-Wheeler,8,0,Hazy,National Highway,Damaged,Dark,Police Checkpost,77,39,Female,Valid,No,Bridge,22.555988,88.388393,52.2565841674556,35.82930908203127,25.164849853515648,0.7745966692414833
821,Bihar,Gaya,2023,December,Monday,1:50,Serious,2,Bus,10,1,Hazy,State Highway,Wet,Dusk,Signs,116,55,Male,,No,Intersection,24.788984,85.021017,0.0222593533294457,23.15680847167971,10.24457702636721,0.6324555320336759
822,Maharashtra,Pune,2022,April,Monday,17:33,Minor,3,Pedestrian,7,1,Rainy,State Highway,Wet,Dark,Police Checkpost,78,42,Male,Valid,Yes,Intersection,18.5083,73.857916,0.0180093600441466,37.35320434570315,20.678567504882835,0.7745966692414833
823,Mizoram,Lunglei,2023,April,Sunday,23:14,Fatal,1,Two-Wheeler,4,5,Stormy,National Highway,Dry,Dawn,Police Checkpost,46,66,Female,Valid,Yes,Bridge,22.890998,92.737588,0.0093975623940423,36.20583496093752,19.553262329101585,0.4472135954999579
824,Jharkhand,Bokaro,2020,August,Thursday,0:49,Minor,1,Bus,1,0,Stormy,Urban Road,Under Construction,Daylight,,86,53,Female,Expired,Yes,Bridge,23.654705,86.161625,82.3153994976451,30.77570495605471,25.599710083007835,0.4472135954999579
825,Jammu and Kashmir,Baramulla,2020,March,Monday,6:1,Minor,3,Bus,2,1,Hazy,National Highway,Dry,Daylight,Signals,87,61,Female,,Yes,Intersection,34.198657,74.351403,2.147144079174268,9.53424987792971,0.0922027587890852,0.7745966692414833
826,Arunachal Pradesh,Pasighat,2020,July,Friday,13:31,Minor,4,Car,8,2,Clear,Urban Road,Damaged,Dawn,Signals,110,70,Male,Valid,No,Intersection,28.059973,95.302631,172.04031860874736,27.024575805664085,24.28882751464846,0.8944271909999159
827,Bihar,Bhagalpur,2020,December,Monday,5:34,Serious,5,Cycle,4,2,Hazy,Urban Road,Wet,Daylight,Police Checkpost,43,40,Female,Expired,No,Curve,25.224908,86.974904,0.0008523463179699,24.347512817382835,13.39295349121096,1.0
828,Rajasthan,Udaipur,2023,June,Tuesday,7:25,Fatal,4,Cycle,5,2,Foggy,Urban Road,Dry,Dawn,,64,67,Male,Valid,No,Bridge,24.595332,73.704181,6.068385918627683,33.5920349121094,23.972940063476585,0.8944271909999159
829,Gujarat,Ahmedabad,2022,December,Friday,11:41,Fatal,3,Auto-Rickshaw,3,2,Foggy,Urban Road,Damaged,Dark,Signals,117,57,Female,Expired,Yes,Curve,23.039321,72.580724,0.0777766897499532,30.396203613281276,20.67963562011721,0.7745966692414833
830,Maharashtra,Pune,2019,February,Saturday,17:31,Minor,5,Car,10,2,Rainy,National Highway,Under Construction,Daylight,,60,38,Female,Expired,No,Intersection,18.539492,73.835927,0.0110834823772165,31.487893676757835,14.652993774414083,1.0
831,Gujarat,Surat,2021,June,Saturday,1:42,Fatal,3,Two-Wheeler,9,0,Clear,Urban Road,Wet,Dawn,,37,63,Female,Expired,No,Bridge,21.182634,72.811339,21.28313013344041,31.7592712402344,26.524621582031276,0.7745966692414833
832,West Bengal,Kolkata,2021,December,Thursday,8:32,Serious,4,Truck,5,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,100,61,Male,Expired,No,Curve,22.55319,88.379491,0.0039130448641344,23.319680786132835,12.363854980468773,0.8944271909999159
833,Maharashtra,Pune,2022,February,Wednesday,11:27,Fatal,5,Car,6,2,Stormy,State Highway,Wet,Dawn,,44,36,Female,Expired,Yes,Intersection,18.505013,73.832038,0.0166989900094449,29.83881530761721,15.09015808105471,1.0
834,Meghalaya,Nongstoin,2021,November,Wednesday,19:51,Fatal,3,Truck,0,3,Rainy,State Highway,Dry,Dark,Signals,98,24,Female,,No,Straight Road,25.534352,91.249561,0.0535383813371481,20.42048034667971,10.379724121093773,0.7745966692414833
835,Tamil Nadu,Madurai,2020,January,Thursday,19:22,Minor,1,Pedestrian,2,2,Hazy,Village Road,Dry,Dark,,114,64,Female,,Yes,Straight Road,9.903352,78.124514,0.0136673434099066,29.859552001953148,17.481652832031273,0.4472135954999579
836,Andhra Pradesh,Visakhapatnam,2020,December,Thursday,9:48,Minor,4,Auto-Rickshaw,10,1,Stormy,State Highway,Wet,Daylight,,80,40,Male,,Yes,Bridge,17.71156,83.221916,0.0533789395262829,26.67087707519533,20.80701599121096,0.8944271909999159
837,Goa,Mapusa,2019,November,Wednesday,21:30,Serious,3,Car,8,2,Stormy,State Highway,Wet,Daylight,,114,33,Female,Valid,No,Bridge,15.577342,73.785942,0.0107705591290141,31.14035949707033,24.481118774414085,0.7745966692414833
838,Puducherry,Puducherry,2021,March,Thursday,11:52,Minor,5,Two-Wheeler,2,5,Hazy,State Highway,Damaged,Dusk,Signs,30,27,Female,Valid,Yes,Curve,11.945181,79.808723,-9999.0,-9999.0,-9999.0,1.0
839,Punjab,Jalandhar,2022,November,Tuesday,9:44,Fatal,2,Two-Wheeler,7,0,Foggy,State Highway,Damaged,Dawn,,94,22,Male,Expired,Yes,Bridge,31.34029,75.574751,0.369596481220924,24.793557739257835,12.21289978027346,0.6324555320336759
840,Jharkhand,Jamshedpur,2020,June,Thursday,22:16,Serious,1,Bus,8,2,Foggy,Village Road,Dry,Dark,,120,56,Male,Valid,No,Straight Road,22.824566,86.227071,101.63862639501532,31.11506042480471,25.08152160644533,0.4472135954999579
841,Odisha,Puri,2019,September,Monday,16:12,Serious,4,Bus,6,5,Hazy,Urban Road,Under Construction,Daylight,Signs,44,68,Female,Expired,Yes,Straight Road,19.812457,85.846221,56.51601143171092,30.929727172851585,27.12806091308596,0.8944271909999159
842,Telangana,Warangal,2022,March,Sunday,9:30,Serious,3,Auto-Rickshaw,10,2,Stormy,Village Road,Dry,Dawn,Signs,82,60,Male,,No,Bridge,17.958599,79.594872,0.0017256346040994,36.95015869140627,19.243981933593773,0.7745966692414833
843,Goa,Margao,2019,April,Thursday,5:36,Fatal,1,Pedestrian,0,1,Hazy,National Highway,Wet,Dusk,Signals,106,36,Female,Valid,Yes,Bridge,15.303482,73.99612,3.27261090274078,33.93587646484377,25.65769348144533,0.4472135954999579
844,Kerala,Kochi,2019,March,Friday,15:33,Minor,2,Pedestrian,7,5,Rainy,National Highway,Dry,Dusk,,38,46,Female,,Yes,Bridge,9.951565,76.288234,4.466258219053998,32.6640563964844,25.27106628417971,0.6324555320336759
845,Odisha,Bhubaneswar,2018,March,Monday,5:31,Minor,3,Car,1,1,Clear,Urban Road,Under Construction,Daylight,Signals,33,62,Male,Valid,No,Bridge,20.304049,85.837925,0.3407693623671548,36.16518554687502,21.72742614746096,0.7745966692414833
846,Tamil Nadu,Coimbatore,2020,December,Saturday,13:54,Fatal,3,Bus,8,4,Hazy,Village Road,Damaged,Dusk,,80,68,Male,Valid,Yes,Curve,11.029651,76.940744,0.8281284942199818,26.05564270019533,18.20350036621096,0.7745966692414833
847,Andhra Pradesh,Visakhapatnam,2022,November,Tuesday,13:7,Fatal,5,Auto-Rickshaw,10,5,Stormy,State Highway,Under Construction,Dark,Signs,105,35,Female,Valid,No,Intersection,17.669036,83.208966,-9999.0,-9999.0,-9999.0,1.0
848,Kerala,Thrissur,2018,October,Wednesday,14:56,Serious,2,Truck,8,2,Foggy,Village Road,Dry,Dusk,,101,62,Male,,Yes,Curve,10.530158,76.19725,111.44705824550982,29.09519348144533,23.73432312011721,0.6324555320336759
849,Andhra Pradesh,Tirupati,2021,April,Monday,6:26,Minor,5,Pedestrian,4,4,Stormy,Village Road,Under Construction,Daylight,Signs,106,36,Female,Expired,No,Intersection,13.637734,79.417613,34.478444617185744,32.189614868164085,23.416436767578148,1.0
850,Nagaland,Dimapur,2021,August,Sunday,16:13,Minor,5,Bus,1,2,Hazy,State Highway,Damaged,Dark,Signs,55,24,Male,,No,Straight Road,25.928129,93.734137,27.527401198881307,29.385949707031276,25.242288208007835,1.0
851,Goa,Vasco da Gama,2021,September,Sunday,7:29,Minor,5,Auto-Rickshaw,8,5,Clear,State Highway,Wet,Dark,Signals,36,33,Male,,No,Curve,15.392746,73.806789,-9999.0,-9999.0,-9999.0,1.0
